	Datasets	Softwares	Threads	Sequences	Memory_Usage	Wall-clock_Time	Log_Likelihood
242	SSU_NR99	DT@NJ-V	1	4000	193.444	16.51	-1742729.688			
243	SSU_NR99	DT@NJ-V	32	4000	193.9	14.43	-1743091.988			
244	SSU_NR99	DT@NJ-V	1	8000	758.364	106.64	-3063548.462			
245	SSU_NR99	DT@NJ-V	32	8000	758.748	67.42	-3064062.609			
246	SSU_NR99	DT@NJ-V	1	16000	3012.44	543.11	-5475725.604			
247	SSU_NR99	DT@NJ-V	32	16000	3013.104	247.14	-5476218.901			
248	SSU_NR99	DT@NJ-V	1	32000	12021.276	2928.53	-9808140.329			
249	SSU_NR99	DT@NJ-V	32	32000	12021.676	1283.4	-9808583.912			
250	SSU_NR99	DT@NJ-V	1	64000	48038.688	20348	-17439349.53			
251	SSU_NR99	DT@NJ-V	32	64000	48039.18	6328	-17440198.17			
252	SSU_NR99	FM@BIONJ	1	1000	61.064	2.51	-544509.5627			
253	SSU_NR99	FM@BIONJ	32	1000	61.084	2.47	-544509.5627			
254	SSU_NR99	FM@BIONJ	1	2000	234.996	29.01	-970179.5022			
255	SSU_NR99	FM@BIONJ	32	2000	234.956	29.03	-970179.5022			
256	SSU_NR99	FM@BIONJ	1	4000	928.196	428.93	-1740720.52			
257	SSU_NR99	FM@BIONJ	32	4000	928.172	433.11	-1740720.52			
258	SSU_NR99	FM@BIONJ	1	8000	3697.584	5181	-3064068.202			
259	SSU_NR99	FM@BIONJ	32	8000	3697.596	5507	-3064068.202			
260	SSU_NR99	FM@BIONJ	1	16000	14767.932	40864	-5477903.947			
261	SSU_NR99	FM@BIONJ	32	16000	14767.736	32231	-5477903.947			
262	SSU_NR99	FM@BIONJ	1	32000	0	0				
263	SSU_NR99	FM@BIONJ	32	32000	0	0				
264	SSU_NR99	FM@BIONJ	1	64000	0	0				
265	SSU_NR99	FM@BIONJ	32	64000	0	0				
266	SSU_NR99	FM@NJ	1	1000	61.06	2.92	-544089.155			
267	SSU_NR99	FM@NJ	32	1000	61.132	2.92	-544089.155			
268	SSU_NR99	FM@NJ	1	2000	234.88	25.67	-968859.5644			
269	SSU_NR99	FM@NJ	32	2000	234.9	25.71	-968859.5644			
270	SSU_NR99	FM@NJ	1	4000	928.172	354.34	-1742764.465			
271	SSU_NR99	FM@NJ	32	4000	928.228	354.21	-1742764.465			
272	SSU_NR99	FM@NJ	1	8000	3697.636	3915	-3063426.513			
273	SSU_NR99	FM@NJ	32	8000	3697.592	3931	-3063426.513			
274	SSU_NR99	FM@NJ	1	16000	0	0				
275	SSU_NR99	FM@NJ	32	16000	0	0				
276	SSU_NR99	FM@NJ	1	32000	0	0				
277	SSU_NR99	FM@NJ	32	32000	0	0				
278	SSU_NR99	FM@NJ	1	64000	0	0				
279	SSU_NR99	FM@NJ	32	64000	0	0				
280	SSU_NR99	RapidNJ	1	1000	12.564	0.26	-544089.1552			
281	SSU_NR99	RapidNJ	32	1000	12.564	0.26	-544089.1552			
282	SSU_NR99	RapidNJ	1	2000	40.812	1.48	-968874.6085			
283	SSU_NR99	RapidNJ	32	2000	40.816	1.49	-968874.6085			
284	SSU_NR99	RapidNJ	1	4000	145.052	4.51	-1742764.488			
285	SSU_NR99	RapidNJ	32	4000	145.052	4.46	-1742764.488			
286	SSU_NR99	RapidNJ	1	8000	540.156	19.12	-3063455.591			
287	SSU_NR99	RapidNJ	32	8000	540.152	18.96	-3063455.591			
288	SSU_NR99	RapidNJ	1	16000	2064.204	111.7	-5477840.963			
289	SSU_NR99	RapidNJ	32	16000	2064.204	113.14	-5477840.963			
290	SSU_NR99	RapidNJ	1	32000	0	0				
291	SSU_NR99	RapidNJ	32	32000	0	0				
292	SSU_NR99	RapidNJ	1	64000	0	0				
293	SSU_NR99	RapidNJ	32	64000	0	0				
294	COVID19	BioNJ	1	1000	8.6	7.84	-82410.0049			
295	COVID19	BioNJ	32	1000	0	0				
296	COVID19	BioNJ	1	2000	24.364	69.83	-116404.3314			
297	COVID19	BioNJ	32	2000	0	0				
298	COVID19	BioNJ	1	4000	79.312	780.86	-173813.2376			
299	COVID19	BioNJ	32	4000	0	0				
300	COVID19	BioNJ	1	8000	282.976	6966	-273174.1228			
301	COVID19	BioNJ	32	8000	0	0				
302	COVID19	BioNJ	1	16000	0	0				
303	COVID19	BioNJ	32	16000	0	0				
304	COVID19	BioNJ	1	32000	0	0				
305	COVID19	BioNJ	32	32000	0	0				
306	COVID19	BioNJ	1	64000	0	0				
307	COVID19	BioNJ	32	64000	0	0				
308	LSU_NR99	BioNJ	1	1000	8.6	7.73	-745258.4865			
309	LSU_NR99	BioNJ	32	1000	0	0				
310	LSU_NR99	BioNJ	1	2000	24.364	69.16	-1337160.433			
311	LSU_NR99	BioNJ	32	2000	0	0				
312	LSU_NR99	BioNJ	1	4000	79.312	829.93	-2345138.339			
313	LSU_NR99	BioNJ	32	4000	0	0				
314	LSU_NR99	BioNJ	1	8000	282.972	7027	-4070265.189			
315	LSU_NR99	BioNJ	32	8000	0	0				
316	LSU_NR99	BioNJ	1	16000	0	0				
317	LSU_NR99	BioNJ	32	16000	0	0				
318	LSU_NR99	BioNJ	1	32000	0	0				
319	LSU_NR99	BioNJ	32	32000	0	0				
320	LSU_NR99	BioNJ	1	64000	0	0				
321	LSU_NR99	BioNJ	32	64000	0	0				
322	SSU_NR99	BioNJ	1	1000	8.604	8.32	-544506.2115			
323	SSU_NR99	BioNJ	32	1000	0	0				
324	SSU_NR99	BioNJ	1	2000	24.36	68.77	-970200.3253			
325	SSU_NR99	BioNJ	32	2000	0	0				
326	SSU_NR99	BioNJ	1	4000	79.316	784.89	-1740754.764			
327	SSU_NR99	BioNJ	32	4000	0	0				
328	SSU_NR99	BioNJ	1	8000	282.972	7035	-3064312.322			
329	SSU_NR99	BioNJ	32	8000	0	0				
330	SSU_NR99	BioNJ	1	16000	0	0				
331	SSU_NR99	BioNJ	32	16000	0	0				
332	SSU_NR99	BioNJ	1	32000	0	0				
333	SSU_NR99	BioNJ	32	32000	0	0				
334	SSU_NR99	BioNJ	1	64000	0	0				
335	SSU_NR99	BioNJ	32	64000	0	0				
336	COVID19	Quicktree	1	1000	3.676	0.46	-82397.9628			
337	COVID19	Quicktree	32	1000	0	0				
338	COVID19	Quicktree	1	2000	10.496	3.03	-116326.8306			
339	COVID19	Quicktree	32	2000	0	0				
340	COVID19	Quicktree	1	4000	35.848	24.47	-173808.5943			
341	COVID19	Quicktree	32	4000	0	0				
342	COVID19	Quicktree	1	8000	133.428	223.17	-272941.6499			
343	COVID19	Quicktree	32	8000	0	0				
344	COVID19	Quicktree	1	16000	516.104	2362.97	-433691.7551			
345	COVID19	Quicktree	32	16000	0	0				
346	COVID19	Quicktree	1	32000	2031.444	21843	-702991.0848			
347	COVID19	Quicktree	32	32000	0	0				
348	COVID19	Quicktree	1	64000	0	0				
349	COVID19	Quicktree	32	64000	0	0				
350	LSU_NR99	Quicktree	1	1000	4.016	0.58	-745566.2116			
351	LSU_NR99	Quicktree	32	1000	0	0				
352	LSU_NR99	Quicktree	1	2000	11.18	2.91	-1331973.677			
353	LSU_NR99	Quicktree	32	2000	0	0				
354	LSU_NR99	Quicktree	1	4000	37.212	22.62	-2334051.726			
355	LSU_NR99	Quicktree	32	4000	0	0				
356	LSU_NR99	Quicktree	1	8000	136.16	218.02	-4052915.389			
357	LSU_NR99	Quicktree	32	8000	0	0				
358	LSU_NR99	Quicktree	1	16000	521.572	2340.69	-7081942.223			
359	LSU_NR99	Quicktree	32	16000	0	0				
360	LSU_NR99	Quicktree	1	32000	2042.368	21988	-12296820.34			
361	LSU_NR99	Quicktree	32	32000	0	0				
362	LSU_NR99	Quicktree	1	64000	0	0				
363	LSU_NR99	Quicktree	32	64000	0	0				
364	SSU_NR99	Quicktree	1	1000	4.008	0.74	-544204.3088			
365	SSU_NR99	Quicktree	32	1000	0	0				
366	SSU_NR99	Quicktree	1	2000	11.168	5.19	-969037.7499			
367	SSU_NR99	Quicktree	32	2000	0	0				
368	SSU_NR99	Quicktree	1	4000	37.192	23.31	-1743138.869			
369	SSU_NR99	Quicktree	32	4000	0	0				
370	SSU_NR99	Quicktree	1	8000	136.116	219.57	-3064205.875			
371	SSU_NR99	Quicktree	32	8000	0	0				
372	SSU_NR99	Quicktree	1	16000	521.476	2385.53	-5479453.435			
373	SSU_NR99	Quicktree	32	16000	0	0				
374	SSU_NR99	Quicktree	1	32000	2042.172	21620	-9815536.684			
375	SSU_NR99	Quicktree	32	32000	0	0				
376	SSU_NR99	Quicktree	1	64000	0	0				
377	SSU_NR99	Quicktree	32	64000	0	0				
